antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'little'}),frozenset({'girl'}),0.009,0.0336,0.0012,0.13333333333333333,3.9682539682539684,1.0,0.0008975999999999999,1.115076923076923,0.7547931382441978,0.02898550724637681,0.1032008830022075,0.08452380952380953
frozenset({'mother'}),frozenset({'father'}),0.0298,0.0334,0.0044,0.1476510067114094,4.420688823694893,1.0,0.00340468,1.1340425196850394,0.7975581417139859,0.07482993197278912,0.11819884824271612,0.13969376682875861
frozenset({'father'}),frozenset({'mother'}),0.0334,0.0298,0.0044,0.1317365269461078,4.420688823694892,1.0,0.00340468,1.1174027586206896,0.8005285630983955,0.07482993197278912,0.10506753962699217,0.13969376682875861
frozenset({'daughter'}),frozenset({'father'}),0.0242,0.0334,0.003,0.12396694214876033,3.7115850942742616,1.0,0.0021917200000000003,1.1033830188679246,0.7486916717906675,0.05494505494505495,0.09369640197471585,0.10689365071509874
frozenset({'home'}),frozenset({'father'}),0.021,0.0334,0.0024,0.11428571428571427,3.421727972626176,1.0,0.0016985999999999998,1.0913225806451614,0.7229315628192032,0.04615384615384614,0.08368064792645796,0.09307100085543199
frozenset({'killed'}),frozenset({'father'}),0.0108,0.0334,0.0012,0.11111111111111109,3.3266799733865597,1.0,0.0008392799999999999,1.0874249999999999,0.7070359886777193,0.027906976744186043,0.0803963491735062,0.07351962741184297
frozenset({'guy'}),frozenset({'father'}),0.0104,0.0334,0.0012,0.11538461538461538,3.454629203132197,1.0,0.00085264,1.0926782608695653,0.7180005389382916,0.02816901408450704,0.0848175205717105,0.07565637954859511
frozenset({'fall'}),frozenset({'father'}),0.0102,0.0334,0.0014,0.1372549019607843,4.109428202418692,1.0,0.0010593199999999999,1.1203772727272727,0.764454579568744,0.03317535545023696,0.10744351537428543,0.08958553481272748
frozenset({'demon'}),frozenset({'father'}),0.0098,0.0334,0.001,0.10204081632653061,3.055114261273372,1.0,0.00067268,1.076440909090909,0.6793375075742275,0.023696682464454975,0.0710126384507869,0.06599046804350484
frozenset({'priest'}),frozenset({'father'}),0.0084,0.0334,0.0012,0.14285714285714285,4.27715996578272,1.0,0.0009194399999999999,1.1277,0.7726906010488099,0.029556650246305417,0.11323933670302384,0.08939264328485885
frozenset({'police'}),frozenset({'brother'}),0.027,0.0302,0.0028,0.1037037037037037,3.4338974736325727,1.0,0.0019846,1.08200826446281,0.7284539715166642,0.051470588235294115,0.07579264147628759,0.0982094677458916
frozenset({'fight'}),frozenset({'brother'}),0.0178,0.0302,0.002,0.11235955056179775,3.720514919264826,1.0,0.0014624400000000002,1.0925594936708862,0.7444715943799635,0.043478260869565216,0.08471803522561121,0.08929235806235583
frozenset({'gang'}),frozenset({'brother'}),0.0152,0.0302,0.002,0.13157894736842105,4.356918787033809,1.0,0.00154096,1.116739393939394,0.7823720552396425,0.04608294930875576,0.10453593253085279,0.09890205646566748
frozenset({'street'}),frozenset({'brother'}),0.012,0.0302,0.0018,0.15,4.966887417218543,1.0,0.0014375999999999998,1.1409411764705883,0.8083670715249662,0.04455445544554455,0.12353062487110744,0.10480132450331126
frozenset({'crime'}),frozenset({'brother'}),0.0114,0.0302,0.0012,0.10526315789473682,3.485535029627047,1.0,0.0008557199999999999,1.083894117647059,0.7213230831478858,0.0297029702970297,0.07740065775906044,0.07249912861624258
frozenset({'inspector'}),frozenset({'brother'}),0.0096,0.0302,0.001,0.10416666666666667,3.4492273730684326,1.0,0.0007100800000000001,1.0825674418604652,0.7169628432956382,0.02577319587628866,0.07627002131023579,0.06863962472406182
frozenset({'gangster'}),frozenset({'brother'}),0.0086,0.0302,0.0012,0.13953488372093023,4.620360388110273,1.0,0.0009402799999999999,1.127064864864865,0.790363795306301,0.031914893617021274,0.11273962025255746,0.08963499152933929
frozenset({'paul'}),frozenset({'brother'}),0.0082,0.0302,0.001,0.12195121951219512,4.038119851397189,1.0,0.00075236,1.1044944444444444,0.7585803589433354,0.026737967914438502,0.09460839298019706,0.07753190114682604
frozenset({'martial'}),frozenset({'brother'}),0.0082,0.0302,0.001,0.12195121951219512,4.038119851397189,1.0,0.00075236,1.1044944444444444,0.7585803589433354,0.026737967914438502,0.09460839298019706,0.07753190114682604
frozenset({'five'}),frozenset({'brother'}),0.0082,0.0302,0.0016,0.1951219512195122,6.460991762235503,1.0,0.00135236,1.2049030303030301,0.8522131478120588,0.04347826086956521,0.17005769356518066,0.12405104183492166
frozenset({'daughter'}),frozenset({'mother'}),0.0242,0.0298,0.0028,0.11570247933884298,3.8826335348605028,1.0,0.00207884,1.0971420560747664,0.76085556173689,0.0546875,0.08854100117382291,0.10483110544123357
frozenset({'child'}),frozenset({'mother'}),0.024,0.0298,0.0026,0.10833333333333332,3.635346756152125,1.0,0.0018847999999999998,1.08807476635514,0.7427490542244641,0.05078124999999999,0.08094550951693807,0.09779082774049216
frozenset({'boy'}),frozenset({'mother'}),0.0156,0.0298,0.0018,0.11538461538461539,3.8719669592152814,1.0,0.00133512,1.0967478260869565,0.7534877421102533,0.04128440366972477,0.08821337392765966,0.08789364997418689
frozenset({'doe'}),frozenset({'mother'}),0.0116,0.0298,0.0012,0.10344827586206896,3.4714186530895623,1.0,0.00085432,1.0821461538461539,0.7202886820450561,0.029850746268656712,0.07591040595966704,0.07185836611895394
frozenset({'married'}),frozenset({'mother'}),0.0108,0.0298,0.0012,0.11111111111111109,3.7285607755406405,1.0,0.0008781599999999999,1.091475,0.7397897290739992,0.03045685279187817,0.0838086076181314,0.07568978374347501
frozenset({'hospital'}),frozenset({'mother'}),0.0094,0.0298,0.0014,0.14893617021276595,4.9978580608310725,1.0,0.00111988,1.139985,0.8075048311268783,0.037037037037037035,0.122795475379062,0.09795801799228901
frozenset({'criminal'}),frozenset({'mother'}),0.009,0.0298,0.0012,0.13333333333333333,4.47427293064877,1.0,0.0009318,1.1194615384615383,0.7835519677093845,0.031914893617021274,0.10671339242767815,0.08680089485458613
frozenset({'marry'}),frozenset({'mother'}),0.0086,0.0298,0.0012,0.13953488372093023,4.682378648353364,1.0,0.0009437199999999999,1.1275297297297298,0.793255329164145,0.032258064516129024,0.11310542539778422,0.08990167004838458
frozenset({'wish'}),frozenset({'mother'}),0.0082,0.0298,0.001,0.12195121951219512,4.092322802422655,1.0,0.00075564,1.1049499999999999,0.7618874773139747,0.02702702702702703,0.09498167337888593,0.07775413324603045
frozenset({'death'}),frozenset({'police'}),0.0198,0.027,0.0022,0.1111111111111111,4.11522633744856,1.0,0.0016654,1.094625,0.7722913691083453,0.04932735426008969,0.08644512961059723,0.0962962962962963
frozenset({'killer'}),frozenset({'police'}),0.0158,0.027,0.0018,0.11392405063291138,4.219409282700421,1.0,0.0013733999999999999,1.0980999999999999,0.7752489331436699,0.04390243902439024,0.08933612603588015,0.09029535864978902
frozenset({'kill'}),frozenset({'police'}),0.0134,0.027,0.0022,0.16417910447761194,6.0807075732448865,1.0,0.0018382000000000001,1.164125,0.8468938318928184,0.05759162303664922,0.14098571888757652,0.12283029297954672
frozenset({'crime'}),frozenset({'police'}),0.0114,0.027,0.0016,0.14035087719298245,5.198180636777128,1.0,0.0012922,1.131857142857143,0.8169380942747319,0.04347826086956521,0.11649627666288022,0.09980506822612085
frozenset({'named'}),frozenset({'police'}),0.0114,0.027,0.0012,0.10526315789473682,3.8986354775828453,1.0,0.0008921999999999999,1.0874705882352942,0.752073639490188,0.032258064516129024,0.08043490020014063,0.07485380116959063
frozenset({'killed'}),frozenset({'police'}),0.0108,0.027,0.003,0.2777777777777778,10.2880658436214,1.0,0.0027084,1.3472307692307692,0.9126566922765872,0.08620689655172414,0.25773666780861026,0.19444444444444445
frozenset({'police'}),frozenset({'killed'}),0.027,0.0108,0.003,0.11111111111111112,10.2880658436214,1.0,0.0027084,1.1128500000000001,0.9278520041109969,0.08620689655172414,0.10140629914184303,0.19444444444444445
frozenset({'prison'}),frozenset({'police'}),0.0106,0.027,0.0014,0.1320754716981132,4.8916841369671555,1.0,0.0011137999999999999,1.1210652173913043,0.8040948338098126,0.03867403314917127,0.10799123504430957,0.09196366177498252
frozenset({'detective'}),frozenset({'police'}),0.0102,0.027,0.0012,0.1176470588235294,4.357298474945534,1.0,0.0009245999999999998,1.1027333333333333,0.7784400889068498,0.03333333333333333,0.09316244483404872,0.08104575163398692
frozenset({'police'}),frozenset({'officer'}),0.027,0.0098,0.0044,0.16296296296296298,16.628873771730916,1.0,0.0041354,1.1829823008849558,0.9659441278146315,0.1358024691358025,0.15467881535342656,0.30597127739984886
frozenset({'officer'}),frozenset({'police'}),0.0098,0.027,0.0044,0.44897959183673475,16.628873771730916,1.0,0.0041354,1.765814814814815,0.9491654578505718,0.1358024691358025,0.43368920024330393,0.30597127739984886
frozenset({'inspector'}),frozenset({'police'}),0.0096,0.027,0.0046,0.4791666666666667,17.746913580246915,1.0,0.0043408,1.8681600000000003,0.9527990447425723,0.14375,0.46471394313120934,0.3247685185185185
